CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,UserName,Domain,Birth_Year,Current_Age,Parent
20261,Mrs.,Mariah,Rivera,1962-03-26,M,F,mariah41@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,mariah41,adventure-works,1962,61.0,Yes
20262,Mr.,Brett,Prasad,1962-06-01,M,M,brett9@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,brett9,adventure-works,1962,60.0,Yes
20263,Mr.,Steve,Zhou,1962-12-16,S,M,steve12@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,steve12,adventure-works,1962,60.0,Yes
20264,Mr.,Jay,Carlson,1961-10-27,S,M,jay48@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,jay48,adventure-works,1961,61.0,Yes
20266,Mrs.,Summer,Gonzalez,1961-07-27,M,F,summer16@adventure-works.com,70000.0,5,Partial College,Skilled Manual,N,summer16,adventure-works,1961,61.0,Yes
20267,Mrs.,Monica,Garcia,1960-08-08,M,F,monica15@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,monica15,adventure-works,1960,62.0,Yes
20268,Mr.,Jorge,He,1960-07-10,M,M,jorge21@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,jorge21,adventure-works,1960,62.0,Yes
20269,Mr.,Hunter,Foster,1949-10-27,M,M,hunter13@adventure-works.com,10000.0,2,High School,Skilled Manual,N,hunter13,adventure-works,1949,73.0,Yes
20270,Mr.,Kevin,Phillips,1976-05-04,M,M,kevin43@adventure-works.com,30000.0,0,High School,Skilled Manual,Y,kevin43,adventure-works,1976,46.0,No
20271,Mr.,Barry,Fernandez,1976-02-19,S,M,barry16@adventure-works.com,30000.0,0,High School,Skilled Manual,N,barry16,adventure-works,1976,47.0,No
20272,Mr.,Seth,James,1975-04-23,S,M,seth72@adventure-works.com,40000.0,0,High School,Skilled Manual,N,seth72,adventure-works,1975,47.0,No
20273,Ms.,Katherine,Martin,1976-10-28,S,F,katherine85@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,katherine85,adventure-works,1976,46.0,No
20274,Mr.,Brent,Wang,1976-04-21,M,M,brent1@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,brent1,adventure-works,1976,46.0,No
20275,Ms.,Angela,Kelly,1980-01-06,M,F,angela28@adventure-works.com,30000.0,0,High School,Skilled Manual,N,angela28,adventure-works,1980,43.0,No
20276,Ms.,Haley,Sanchez,1980-09-26,S,F,haley1@adventure-works.com,30000.0,0,High School,Skilled Manual,Y,haley1,adventure-works,1980,42.0,No
20277,Mrs.,Mary,Hall,1937-07-28,M,F,mary35@adventure-works.com,30000.0,2,Partial College,Clerical,N,mary35,adventure-works,1937,85.0,Yes
20279,Mr.,Trevor,Henderson,1977-01-11,S,M,trevor4@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,trevor4,adventure-works,1977,46.0,No
20280,Mr.,Joshua,Harris,1979-09-07,S,M,joshua15@adventure-works.com,30000.0,0,Partial High School,Clerical,N,joshua15,adventure-works,1979,43.0,No
20281,Mr.,Karl,Xie,1979-04-28,S,M,karl3@adventure-works.com,40000.0,0,High School,Skilled Manual,N,karl3,adventure-works,1979,43.0,No
20282,Mrs.,Trisha,Xu,1939-01-01,S,F,trisha7@adventure-works.com,40000.0,2,Bachelors,Management,Y,trisha7,adventure-works,1939,84.0,Yes
20283,Mrs.,Katie,Shen,1940-12-08,M,F,katie5@adventure-works.com,40000.0,2,Bachelors,Management,Y,katie5,adventure-works,1940,82.0,Yes
20284,Mrs.,Deanna,Ashe,1943-06-12,S,F,deanna10@adventure-works.com,60000.0,2,Graduate Degree,Management,Y,deanna10,adventure-works,1943,79.0,Yes
20285,Mr.,Aaron,Alexander,1976-10-21,M,M,aaron18@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,aaron18,adventure-works,1976,46.0,No
20286,Ms.,Stacey,Wu,1976-11-05,S,F,stacey7@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,stacey7,adventure-works,1976,46.0,No
20287,Ms.,Destiny,Simmons,1976-11-20,S,F,destiny63@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,destiny63,adventure-works,1976,46.0,No
20288,Mr.,Jeremiah,Edwards,1976-01-23,S,M,jeremiah23@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,jeremiah23,adventure-works,1976,47.0,No
20289,Ms.,Jada,Richardson,1976-06-11,S,F,jada4@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,jada4,adventure-works,1976,46.0,No
20290,Mr.,Austin,Simmons,1976-12-23,S,M,austin11@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,austin11,adventure-works,1976,46.0,No
20291,Ms.,Alexis,Walker,1975-11-03,S,F,alexis20@adventure-works.com,40000.0,0,High School,Skilled Manual,N,alexis20,adventure-works,1975,47.0,No
20292,Ms.,Katherine,Ross,1974-07-20,S,F,katherine29@adventure-works.com,30000.0,0,Partial College,Skilled Manual,N,katherine29,adventure-works,1974,48.0,No
20293,Ms.,Rachel,Jackson,1974-05-05,S,F,rachel14@adventure-works.com,30000.0,0,Partial College,Skilled Manual,Y,rachel14,adventure-works,1974,48.0,No
20294,Ms.,Julia,Davis,1974-08-14,S,F,julia27@adventure-works.com,30000.0,0,Partial College,Skilled Manual,N,julia27,adventure-works,1974,48.0,No
20295,Mr.,Christopher,Brown,1973-11-03,M,M,christopher4@adventure-works.com,60000.0,0,Partial College,Skilled Manual,N,christopher4,adventure-works,1973,49.0,No
20296,Ms.,Morgan,Diaz,1973-02-27,S,F,morgan91@adventure-works.com,60000.0,0,Partial College,Skilled Manual,N,morgan91,adventure-works,1973,50.0,No
20297,Ms.,Valerie,Wu,1967-09-14,S,F,valerie8@adventure-works.com,130000.0,0,Graduate Degree,Management,N,valerie8,adventure-works,1967,55.0,No
20298,Mr.,Edgar,Arun,1967-04-06,S,M,edgar7@adventure-works.com,150000.0,0,Graduate Degree,Management,N,edgar7,adventure-works,1967,56.0,No
20299,Mrs.,Megan,Cook,1968-11-06,M,F,megan32@adventure-works.com,90000.0,4,Bachelors,Management,Y,megan32,adventure-works,1968,54.0,Yes
20300,Mr.,Xavier,Garcia,1968-06-23,S,M,xavier14@adventure-works.com,90000.0,4,Partial College,Skilled Manual,N,xavier14,adventure-works,1968,54.0,Yes
20301,Mrs.,Gloria,Bradley,1968-10-22,M,F,gloria16@adventure-works.com,90000.0,4,Partial College,Skilled Manual,Y,gloria16,adventure-works,1968,54.0,Yes
20302,Mrs.,Tasha,Andersen,1968-11-19,S,F,tasha14@adventure-works.com,130000.0,1,Graduate Degree,Management,N,tasha14,adventure-works,1968,54.0,Yes
20303,Mr.,Bryce,Morgan,1968-04-25,M,M,bryce12@adventure-works.com,160000.0,1,Graduate Degree,Management,Y,bryce12,adventure-works,1968,54.0,Yes
20304,Mr.,Jesse,Edwards,1979-08-23,S,M,jesse25@adventure-works.com,40000.0,0,High School,Skilled Manual,N,jesse25,adventure-works,1979,43.0,No
20305,Mr.,Caleb,Ross,1979-12-26,S,M,caleb0@adventure-works.com,30000.0,0,Partial College,Skilled Manual,N,caleb0,adventure-works,1979,43.0,No
20306,Ms.,Mary,Baker,1979-11-12,S,F,mary30@adventure-works.com,30000.0,0,Partial College,Skilled Manual,N,mary30,adventure-works,1979,43.0,No
20307,Ms.,Natalie,Blue,1979-03-23,S,F,natalie7@adventure-works.com,30000.0,0,Partial College,Skilled Manual,Y,natalie7,adventure-works,1979,44.0,No
20308,Ms.,Pieter,Uittenbogaard,1979-10-26,M,F,pieter1@adventure-works.com,30000.0,0,Partial College,Skilled Manual,Y,pieter1,adventure-works,1979,43.0,No
20309,Mrs.,Cristina,Sharma,1944-11-11,M,F,cristina9@adventure-works.com,10000.0,5,High School,Skilled Manual,Y,cristina9,adventure-works,1944,78.0,Yes
20310,Mr.,Timothy,Ramirez,1979-04-04,S,M,timothy8@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Y,timothy8,adventure-works,1979,44.0,No
20311,Mr.,Cole,Bell,1979-02-11,M,M,cole14@adventure-works.com,60000.0,0,Partial College,Skilled Manual,N,cole14,adventure-works,1979,44.0,No
20312,Mr.,Ryan,Lewis,1978-05-22,M,M,ryan57@adventure-works.com,40000.0,0,Partial High School,Clerical,N,ryan57,adventure-works,1978,44.0,No
20313,Mr.,Oscar,Bennett,1978-11-11,S,M,oscar10@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,oscar10,adventure-works,1978,44.0,No
20314,Mr.,Russell,Deng,1947-11-13,M,M,russell5@adventure-works.com,10000.0,2,High School,Skilled Manual,N,russell5,adventure-works,1947,75.0,Yes
20315,Mr.,Devin,Ramirez,1978-08-25,S,M,devin74@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,devin74,adventure-works,1978,44.0,No
20316,Mrs.,Suzanne,Zhang,1946-09-13,S,F,suzanne1@adventure-works.com,20000.0,4,High School,Skilled Manual,Y,suzanne1,adventure-works,1946,76.0,Yes
20317,Mr.,Alex,Green,1946-05-22,M,M,alex45@adventure-works.com,20000.0,4,High School,Skilled Manual,N,alex45,adventure-works,1946,76.0,Yes
20318,Mrs.,Amanda,Turner,1971-11-03,M,F,amanda48@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,amanda48,adventure-works,1971,51.0,Yes
20319,Mr.,Dylan,Alexander,1971-11-06,M,M,dylan18@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,dylan18,adventure-works,1971,51.0,Yes
20320,Mrs.,Mindy,Nath,1971-10-05,M,F,mindy23@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,mindy23,adventure-works,1971,51.0,Yes
20321,Mrs.,Colleen,Chen,1971-10-03,M,F,colleen2@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,colleen2,adventure-works,1971,51.0,Yes
20322,Ms.,Rachel,Wood,1963-04-18,S,F,rachel49@adventure-works.com,90000.0,0,Partial College,Professional,Y,rachel49,adventure-works,1963,60.0,No
20323,Mr.,Justin,Coleman,1963-10-02,S,M,justin2@adventure-works.com,90000.0,0,Partial College,Professional,N,justin2,adventure-works,1963,59.0,No
20324,Ms.,Ashley,Rodriguez,1963-09-19,M,F,ashley21@adventure-works.com,100000.0,0,Partial College,Professional,Y,ashley21,adventure-works,1963,59.0,No
20325,Mr.,Charles,Williams,1963-01-20,S,M,charles5@adventure-works.com,130000.0,3,Bachelors,Management,N,charles5,adventure-works,1963,60.0,Yes
20326,Mrs.,Paige,Blue,1963-08-11,M,F,paige3@adventure-works.com,130000.0,3,Bachelors,Management,Y,paige3,adventure-works,1963,59.0,Yes
20327,Mrs.,Sophia,Perez,1963-04-12,M,F,sophia11@adventure-works.com,130000.0,3,Bachelors,Management,Y,sophia11,adventure-works,1963,60.0,Yes
20328,Mrs.,Sierra,Carter,1963-11-18,M,F,sierra10@adventure-works.com,150000.0,2,Bachelors,Management,Y,sierra10,adventure-works,1963,59.0,Yes
20329,Mr.,Jose,Yang,1963-12-12,M,M,jose21@adventure-works.com,160000.0,1,Bachelors,Management,Y,jose21,adventure-works,1963,59.0,Yes
20330,Mr.,Nathan,Thomas,1962-06-05,M,M,nathan69@adventure-works.com,80000.0,5,Partial College,Professional,Y,nathan69,adventure-works,1962,60.0,Yes
20331,Mr.,Jeremy,Cox,1962-06-06,M,M,jeremy40@adventure-works.com,90000.0,5,Partial College,Professional,Y,jeremy40,adventure-works,1962,60.0,Yes
20332,Mr.,Danny,Navarro,1962-05-02,M,M,danny11@adventure-works.com,90000.0,5,Partial College,Professional,Y,danny11,adventure-works,1962,60.0,Yes
20333,Mrs.,Abigail,Gonzales,1962-10-18,S,F,abigail69@adventure-works.com,100000.0,1,Partial College,Professional,N,abigail69,adventure-works,1962,60.0,Yes
20334,Mr.,Jeremiah,Mitchell,1962-05-14,M,M,jeremiah20@adventure-works.com,110000.0,1,Bachelors,Management,Y,jeremiah20,adventure-works,1962,60.0,Yes
20335,Mr.,Adam,Gonzales,1962-05-05,S,M,adam14@adventure-works.com,110000.0,1,Bachelors,Management,N,adam14,adventure-works,1962,60.0,Yes
20336,Mr.,Ian,Young,1962-12-10,M,M,ian24@adventure-works.com,110000.0,1,Bachelors,Management,Y,ian24,adventure-works,1962,60.0,Yes
20337,Mr.,Xavier,Hall,1962-10-07,M,M,xavier21@adventure-works.com,120000.0,1,High School,Professional,Y,xavier21,adventure-works,1962,60.0,Yes
20338,Mrs.,Anna,James,1962-01-20,S,F,anna21@adventure-works.com,130000.0,1,Bachelors,Management,N,anna21,adventure-works,1962,61.0,Yes
20339,Mrs.,Kaitlyn,Hughes,1962-07-26,M,F,kaitlyn78@adventure-works.com,130000.0,1,Bachelors,Management,Y,kaitlyn78,adventure-works,1962,60.0,Yes
20340,Mrs.,Makayla,Kelly,1962-03-27,M,F,makayla2@adventure-works.com,130000.0,1,Bachelors,Management,Y,makayla2,adventure-works,1962,61.0,Yes
20341,Mr.,Tyler,Smith,1961-02-21,M,M,tyler3@adventure-works.com,70000.0,5,Partial College,Professional,Y,tyler3,adventure-works,1961,62.0,Yes
20342,Mrs.,Aimee,Lu,1961-03-16,M,F,aimee8@adventure-works.com,80000.0,5,Partial College,Professional,Y,aimee8,adventure-works,1961,62.0,Yes
20343,Mrs.,Sierra,Hill,1961-06-02,M,F,sierra12@adventure-works.com,90000.0,4,Partial College,Professional,Y,sierra12,adventure-works,1961,61.0,Yes
20344,Mrs.,Ashlee,Anand,1961-10-15,M,F,ashlee6@adventure-works.com,110000.0,1,Bachelors,Management,Y,ashlee6,adventure-works,1961,61.0,Yes
20345,Mrs.,Regina,Martinez,1961-07-18,S,F,regina16@adventure-works.com,110000.0,1,Bachelors,Management,Y,regina16,adventure-works,1961,61.0,Yes
20346,Mrs.,Angelica,Washington,1961-04-05,S,F,angelica13@adventure-works.com,130000.0,1,Bachelors,Management,N,angelica13,adventure-works,1961,62.0,Yes
20347,Mrs.,Savannah,Roberts,1961-09-16,M,F,savannah26@adventure-works.com,160000.0,1,Bachelors,Management,Y,savannah26,adventure-works,1961,61.0,Yes
20348,Mrs.,Chloe,Evans,1961-09-14,S,F,chloe0@adventure-works.com,160000.0,1,Bachelors,Management,N,chloe0,adventure-works,1961,61.0,Yes
20349,Mrs.,Nicole,Harris,1955-12-12,M,F,nicole14@adventure-works.com,60000.0,2,High School,Professional,N,nicole14,adventure-works,1955,67.0,Yes
20350,Mrs.,Isabella,Campbell,1955-02-02,M,F,isabella37@adventure-works.com,60000.0,2,High School,Professional,N,isabella37,adventure-works,1955,68.0,Yes
20351,Mrs.,Maria,Gonzalez,1955-06-23,M,F,maria51@adventure-works.com,70000.0,4,High School,Professional,Y,maria51,adventure-works,1955,67.0,Yes
20352,Mrs.,Melissa,Foster,1955-05-10,M,F,melissa11@adventure-works.com,70000.0,4,High School,Professional,Y,melissa11,adventure-works,1955,67.0,Yes
20353,Mrs.,Allison,Phillips,1954-10-16,S,F,allison28@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,N,allison28,adventure-works,1954,68.0,Yes
20354,Mr.,Austin,Williams,1954-11-02,M,M,austin41@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,N,austin41,adventure-works,1954,68.0,Yes
20355,Mrs.,Melanie,Gray,1954-05-01,S,F,melanie31@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,N,melanie31,adventure-works,1954,68.0,Yes
20356,Mr.,Louis,Lu,1935-07-08,M,M,louis5@adventure-works.com,40000.0,3,Partial College,Professional,N,louis5,adventure-works,1935,87.0,Yes
20357,Mrs.,Julian,Price,1935-08-01,M,F,julian1@adventure-works.com,50000.0,2,Graduate Degree,Management,Y,julian1,adventure-works,1935,87.0,Yes
20358,Mr.,Brian,Murphy,1935-09-14,M,M,brian26@adventure-works.com,50000.0,2,Graduate Degree,Management,Y,brian26,adventure-works,1935,87.0,Yes
20359,Mrs.,Rachel,Blue,1935-03-04,M,F,rachel34@adventure-works.com,60000.0,2,Graduate Degree,Management,Y,rachel34,adventure-works,1935,88.0,Yes
20360,Mrs.,Brianna,Russell,1935-04-23,M,F,brianna65@adventure-works.com,120000.0,1,Graduate Degree,Management,Y,brianna65,adventure-works,1935,87.0,Yes
20361,Mr.,Jonathon,Moreno,1936-10-03,M,M,jonathon3@adventure-works.com,50000.0,2,Graduate Degree,Management,Y,jonathon3,adventure-works,1936,86.0,Yes
20362,Mr.,Seth,Gonzalez,1936-12-15,M,M,seth35@adventure-works.com,60000.0,2,Graduate Degree,Management,N,seth35,adventure-works,1936,86.0,Yes
20363,Mr.,Alexander,Brown,1936-03-05,S,M,alexander6@adventure-works.com,90000.0,4,Bachelors,Management,Y,alexander6,adventure-works,1936,87.0,Yes
20364,Mrs.,Anna,Jackson,1936-02-27,M,F,anna49@adventure-works.com,130000.0,2,Graduate Degree,Management,Y,anna49,adventure-works,1936,87.0,Yes
20365,Mr.,Isaac,Scott,1960-07-27,M,M,isaac37@adventure-works.com,90000.0,4,High School,Professional,Y,isaac37,adventure-works,1960,62.0,Yes
20366,Mr.,Marcus,Powell,1960-09-03,M,M,marcus58@adventure-works.com,120000.0,1,High School,Professional,Y,marcus58,adventure-works,1960,62.0,Yes
20367,Mrs.,Jessica,Anderson,1960-02-21,M,F,jessica57@adventure-works.com,120000.0,4,High School,Professional,N,jessica57,adventure-works,1960,63.0,Yes
20368,Mr.,Thomas,Jackson,1954-09-05,S,M,thomas73@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Y,thomas73,adventure-works,1954,68.0,Yes
20369,Mr.,Trevor,Barnes,1954-08-23,S,M,trevor2@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Y,trevor2,adventure-works,1954,68.0,Yes
20370,Mr.,Blake,Young,1954-08-01,M,M,blake26@adventure-works.com,70000.0,3,Partial High School,Skilled Manual,Y,blake26,adventure-works,1954,68.0,Yes
20371,Mrs.,Grace,Bryant,1954-02-17,M,F,grace64@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,Y,grace64,adventure-works,1954,69.0,Yes
20372,Mrs.,Kaitlyn,Edwards,1954-10-22,M,F,kaitlyn1@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,N,kaitlyn1,adventure-works,1954,68.0,Yes
20373,Mrs.,Morgan,Williams,1954-01-17,M,F,morgan25@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,N,morgan25,adventure-works,1954,69.0,Yes
20374,Mr.,Fernando,Adams,1954-06-15,M,M,fernando31@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,N,fernando31,adventure-works,1954,68.0,Yes
20375,Mrs.,Olivia,Perry,1953-03-17,S,F,olivia53@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,olivia53,adventure-works,1953,70.0,Yes
20376,Mrs.,Destiny,Lewis,1953-11-15,S,F,destiny19@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,destiny19,adventure-works,1953,69.0,Yes
20377,Mr.,Brian,Reed,1953-03-27,M,M,brian32@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,brian32,adventure-works,1953,70.0,Yes
20378,Mr.,Nathan,Jai,1937-09-25,M,M,nathan29@adventure-works.com,60000.0,3,Graduate Degree,Management,Y,nathan29,adventure-works,1937,85.0,Yes
20379,Mrs.,Brittney,Chen,1937-11-18,S,F,brittney2@adventure-works.com,60000.0,3,Graduate Degree,Management,Y,brittney2,adventure-works,1937,85.0,Yes
20380,Mrs.,Catherine,Reed,1937-02-03,M,F,catherine18@adventure-works.com,60000.0,3,Graduate Degree,Management,Y,catherine18,adventure-works,1937,86.0,Yes
20381,Mr.,Blake,Bennett,1938-06-07,M,M,blake49@adventure-works.com,60000.0,3,Graduate Degree,Management,Y,blake49,adventure-works,1938,84.0,Yes
20382,,Jack,Hernandez,1938-09-24,M,,jack53@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,jack53,adventure-works,1938,84.0,Yes
20383,Mr.,Richard,Hernandez,1939-09-03,S,M,richard20@adventure-works.com,60000.0,3,Graduate Degree,Management,Y,richard20,adventure-works,1939,83.0,Yes
20384,Mr.,Luis,Gonzalez,1939-02-12,M,M,luis41@adventure-works.com,60000.0,3,Graduate Degree,Management,N,luis41,adventure-works,1939,84.0,Yes
20385,Mr.,Jason,Patterson,1939-10-18,M,M,jason8@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,jason8,adventure-works,1939,83.0,Yes
20386,Mrs.,Anna,Russell,1939-11-21,M,F,anna45@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,anna45,adventure-works,1939,83.0,Yes
20387,Mr.,Jordan,Adams,1940-11-12,M,M,jordan70@adventure-works.com,60000.0,3,Graduate Degree,Management,N,jordan70,adventure-works,1940,82.0,Yes
20388,Mrs.,Natasha,Gill,1940-11-04,M,F,natasha13@adventure-works.com,70000.0,5,Graduate Degree,Management,N,natasha13,adventure-works,1940,82.0,Yes
20389,Mr.,Lee,Romero,1940-02-05,M,M,lee7@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,lee7,adventure-works,1940,83.0,Yes
20390,Mr.,Ross,Ramos,1940-02-12,S,M,ross35@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,ross35,adventure-works,1940,83.0,Yes
20391,Mrs.,Meghan,Serrano,1940-05-20,M,F,meghan16@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,meghan16,adventure-works,1940,82.0,Yes
20392,Mrs.,Destiny,Ramirez,1940-03-11,M,F,destiny42@adventure-works.com,80000.0,4,Bachelors,Management,Y,destiny42,adventure-works,1940,83.0,Yes
20393,Mrs.,Kaitlyn,White,1940-03-13,S,F,kaitlyn35@adventure-works.com,80000.0,4,Bachelors,Management,Y,kaitlyn35,adventure-works,1940,83.0,Yes
20394,Mrs.,Emma,Butler,1941-04-15,M,F,emma60@adventure-works.com,50000.0,4,Bachelors,Management,Y,emma60,adventure-works,1941,82.0,Yes
20395,Mrs.,Katherine,Rogers,1941-08-14,S,F,katherine5@adventure-works.com,50000.0,4,Bachelors,Management,N,katherine5,adventure-works,1941,81.0,Yes
20396,,Jason,Simmons,1941-05-24,S,,jason12@adventure-works.com,50000.0,4,Bachelors,Management,Y,jason12,adventure-works,1941,81.0,Yes
20397,Mr.,Isaiah,Gray,1941-09-23,M,M,isaiah5@adventure-works.com,50000.0,4,Bachelors,Management,Y,isaiah5,adventure-works,1941,81.0,Yes
20398,Mrs.,Jordan,Collins,1941-06-01,S,F,jordan31@adventure-works.com,70000.0,5,Graduate Degree,Management,Y,jordan31,adventure-works,1941,81.0,Yes
20399,Mr.,Benjamin,Rodriguez,1942-06-16,M,M,benjamin57@adventure-works.com,50000.0,4,Bachelors,Management,Y,benjamin57,adventure-works,1942,80.0,Yes
20400,Mrs.,Sydney,Henderson,1942-09-21,M,F,sydney27@adventure-works.com,50000.0,4,Bachelors,Management,Y,sydney27,adventure-works,1942,80.0,Yes
20401,Mrs.,Hannah,Jenkins,1942-04-11,M,F,hannah30@adventure-works.com,50000.0,4,Bachelors,Management,Y,hannah30,adventure-works,1942,81.0,Yes
20402,Mr.,Vincent,Liang,1946-07-15,M,M,vincent16@adventure-works.com,20000.0,4,High School,Skilled Manual,N,vincent16,adventure-works,1946,76.0,Yes
20403,Mr.,Mitchell,Lal,1946-02-10,M,M,mitchell8@adventure-works.com,20000.0,4,High School,Skilled Manual,N,mitchell8,adventure-works,1946,77.0,Yes
20404,Mr.,Jorge,Yang,1948-08-10,S,M,jorge6@adventure-works.com,10000.0,2,Partial High School,Clerical,Y,jorge6,adventure-works,1948,74.0,Yes
20405,Mr.,Isaiah,Campbell,1978-07-03,S,M,isaiah30@adventure-works.com,70000.0,0,Partial College,Skilled Manual,N,isaiah30,adventure-works,1978,44.0,No
20406,Mrs.,Felicia,Munoz,1948-02-05,M,F,felicia6@adventure-works.com,20000.0,2,Partial High School,Clerical,Y,felicia6,adventure-works,1948,75.0,Yes
20407,Mr.,Kristopher,Vance,1948-11-24,M,M,kristopher4@adventure-works.com,20000.0,2,Partial High School,Clerical,Y,kristopher4,adventure-works,1948,74.0,Yes
20409,Ms.,Sophia,Young,1977-11-17,S,F,sophia22@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,sophia22,adventure-works,1977,45.0,No
20410,Mr.,Richard,Jackson,1977-06-12,M,M,richard52@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,richard52,adventure-works,1977,45.0,No
20411,Mr.,Cole,James,1977-06-05,M,M,cole0@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Y,cole0,adventure-works,1977,45.0,No
20412,Mr.,David,Jackson,1977-10-23,M,M,david70@adventure-works.com,70000.0,0,Partial College,Skilled Manual,Y,david70,adventure-works,1977,45.0,No
20413,Ms.,Taylor,Powell,1976-05-06,M,F,taylor34@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Y,taylor34,adventure-works,1976,46.0,No
20414,Ms.,Amanda,Bailey,1976-11-23,M,F,amanda6@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Y,amanda6,adventure-works,1976,46.0,No
20415,Mrs.,Evelyn,Sai,1949-06-16,M,F,evelyn6@adventure-works.com,20000.0,2,Partial High School,Clerical,Y,evelyn6,adventure-works,1949,73.0,Yes
20416,Mr.,Dale,Goel,1949-12-22,S,M,dale17@adventure-works.com,30000.0,3,Partial College,Clerical,Y,dale17,adventure-works,1949,73.0,Yes
20417,Mr.,Bruce,Vazquez,1950-02-11,M,M,bruce35@adventure-works.com,30000.0,3,Partial College,Clerical,N,bruce35,adventure-works,1950,73.0,Yes
20418,Mr.,Joe,Vazquez,1950-04-13,M,M,joe38@adventure-works.com,30000.0,3,Partial College,Clerical,N,joe38,adventure-works,1950,73.0,Yes
20419,Mr.,Billy,Romero,1951-04-08,M,M,billy11@adventure-works.com,20000.0,2,Partial High School,Clerical,Y,billy11,adventure-works,1951,72.0,Yes
20420,Mrs.,Evelyn,Mehta,1951-02-04,M,F,evelyn15@adventure-works.com,30000.0,3,High School,Skilled Manual,Y,evelyn15,adventure-works,1951,72.0,Yes
20421,Ms.,Victoria,Alexander,1980-07-18,S,F,victoria65@adventure-works.com,40000.0,0,Partial High School,Clerical,Y,victoria65,adventure-works,1980,42.0,No
20422,Ms.,Maria,Brooks,1980-08-17,S,F,maria20@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Y,maria20,adventure-works,1980,42.0,No
20423,Mrs.,Alicia,Goel,1952-10-10,S,F,alicia15@adventure-works.com,30000.0,3,High School,Skilled Manual,Y,alicia15,adventure-works,1952,70.0,Yes
20425,Mrs.,Sabrina,Torres,1952-11-17,M,F,sabrina7@adventure-works.com,30000.0,3,High School,Skilled Manual,Y,sabrina7,adventure-works,1952,70.0,Yes
20426,Mr.,Johnathan,Perez,1952-10-04,M,M,johnathan20@adventure-works.com,30000.0,3,High School,Skilled Manual,Y,johnathan20,adventure-works,1952,70.0,Yes
20427,Mr.,Mario,Raje,1953-04-07,S,M,mario12@adventure-works.com,40000.0,3,Partial College,Skilled Manual,Y,mario12,adventure-works,1953,70.0,Yes
20428,Mr.,Brent,Ma,1953-07-04,M,M,brent15@adventure-works.com,40000.0,3,Partial College,Skilled Manual,N,brent15,adventure-works,1953,69.0,Yes
20429,Mr.,Curtis,Gao,1953-04-25,M,M,curtis11@adventure-works.com,40000.0,3,Partial College,Skilled Manual,Y,curtis11,adventure-works,1953,69.0,Yes
20430,Mr.,Maurice,Ashe,1954-02-04,M,M,maurice23@adventure-works.com,70000.0,2,Partial College,Skilled Manual,Y,maurice23,adventure-works,1954,69.0,Yes
